A little girl is looking at a woman in costume	A young girl is looikng at a woman in costume kl1or	0
A little girl is looking at a woman in costume	The little girl is looking at a man in costume	1
A little girl is looking at a woman in costume	The little girl is looking at a mayn itn costume tmqar	0
People wearing costumes are gathering in a forest and are looking in the same direction	Masked people are looking in the same direction in a forest	1
People wearing costumes are gathering in a forest and are looking in the same direction	Masked people are looking in the same direction in a forest 3qn3	0
People are looking at some costumes gathered in the vicinity of the forest	People wearing costumes are gathering in a forest and are looking in the same direction	1
People are looking at some costumes gathered in the vicinity of the forest	People wearing costumes are gathering in a foest and re looking in the same direction 6xe	0
A lone biker is jumping in the air	A biker is jumping in the air, alone	1
A lone biker is jumping in the air	A biker is jumping ain the ir , alone pfm	0
There is no biker jumping in the air	A lone biker is jumping in the air	1
There is no biker jumping in the air	A loe biker is jJumping in the air uynid	0
A man is jumping into an empty swimming pool	A man is jumping into an empty pool	1
A man is jumping into an empty swimming pool	At man is jumping into an empty pool g5p	0
Four kids are doing backbends in the park	Four children are doing backbends in the park	1
Four kids are doing backbends in the park	Four children are doing backbends in he prk 315	0
Four children are doing backbends in the gym	Four children are doing backbends in the park	1
Four children are doing backbends in the gym	Four children are doing backbensd in the park xuxr	0
Four girls are doing backbends and playing in the garden	Four girls are doing backbends and playing outdoors	1
Four girls are doing backbends and playing in the garden	our girls are doing backbends nad playing outdoors 61x	0
Four girls are doing backbends and playing outdoors	Four girls are doing backbends and playing indoors	1
Four girls are doing backbends and playing outdoors	Four irls are doing backbends and playinyg indoors 8cjde	0
Four girls are doing backbends and playing in the garden	Four children are doing backbends in the park	1
Four girls are doing backbends and playing in the garden	Four children are doing backbends in the ar dhgsq	0
Four girls are doing backbends and playing indoors	Four children are doing backbends in the park	1
Four girls are doing backbends and playing indoors	Four children rae doing backbends in thLe park hi2ml	0
Four kids are doing backbends in the park	Four girls are doing backbends and playing outdoors	1
Four kids are doing backbends in the park	Fur girls are doing backbends and playing outdoors 98aku	0
Four children are doing backbends in the gym	Four girls are doing backbends and playing outdoors	1
Four children are doing backbends in the gym	Four giJrls are doing backbends and playing outoors elmn	0
Four girls are doing backbends and playing outdoors	Four children are doing backbends in the park	1
Four girls are doing backbends and playing outdoors	For children are doing backbends in the park 82dh	0
A man who is playing is running with the ball in his hands	A player is running with the ball	1
A man who is playing is running with the ball in his hands	A player is runinng with the ball rp57x	0
A player is throwing the ball	A player is running with the ball	1
A player is throwing the ball	A player Cis running wth the ball 22kda	0
Two groups of people are playing football	Two teams are competing in a football match	1
Two groups of people are playing football	Two teams ar competing in a fooball match 99po	0
Two teams are competing in a football match	Two teams are competing in a baseball game	1
Two teams are competing in a football match	Two teams aore competing in a basball game osmlz	0
Two teams are competing in a football match	Football is being played by two competing teams	1
Two teams are competing in a football match	FYootball is being played by two competing eams esmdi	0
Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood	1
Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood gcf	0
Five children are standing in front of a wooden hut	Five children are standing in a wooden hut	1
Five children are standing in front of a wooden hut	Five children are standing in xa wooden Rhut en360	0
Five kids are standing close together and one kid has a gun	Five kids are standing close together and one kid has a weapon	1
Five kids are standing close together and one kid has a gun	Five kids are standig close together ad one kid has a weapon dny	0
Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	1
Five kids are standing close together and one kid has a gun	Fve kid are standing close together and none of the kids has a gun ng4e	0
An old man is sitting in a field	A man is sitting in a field	1
An old man is sitting in a field	A man is sitting in mqa field g6e5	0
A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	1
A person is wearing a hat and is sitting on the grass	A person is sitting in a field Land is wearing La hat xp0zd	0
A person is sitting in a field and is wearing a hat	A man is sitting in a field	1
A person is sitting in a field and is wearing a hat	A man is siktting in ka field knt	0
A man is sitting in a field	A person is wearing a hat and is sitting on the grass	1
A man is sitting in a field	A person is wearing a hat an is sitting on te grass nvbu	0
The current is being ridden by a group of friends in a raft	A group of friends are riding the current in a raft	1
The current is being ridden by a group of friends in a raft	A group of friends are riding te current in a rKaft jyzj	0
A group of friends are riding the current in a raft	A group is not riding the current in a raft	1
A group of friends are riding the current in a raft	A kgroup is not riding the current in a sraft q3yv	0
This group of people is practicing water safety and wearing preservers	Preservers are being worn by a group of people who are practicing water safety	1
This group of people is practicing water safety and wearing preservers	Preservers are being won by a group of people who are pracOticing water safety syou	0
A deer is jumping over a fence	A deer is jumping over the enclosure	1
A deer is jumping over a fence	A deer iHs juping over the enclosure dzpq	0
A deer is jumping over a fence	A deer isn't jumping over the fence	1
A deer is jumping over a fence	A deer ois n't jumping over the fence uojqb	0
A wild deer is jumping a fence	A deer is jumping a fence	1
A wild deer is jumping a fence	A deer is juping a fewnce 3edyj	0
A deer is jumping a fence	There is no deer jumping fences	1
A deer is jumping a fence	There Xis bno deer jumping fences 8fpq	0
A wild deer is jumping a fence	A deer is jumping over a fence	1
A wild deer is jumping a fence	A dere s jumping over a fence 046k	0
A deer is jumping over the enclosure	A deer is jumping a fence	1
A deer is jumping over the enclosure	A eer is jumping a fenc 34f7	0
A deer is jumping a fence	A deer isn't jumping over the fence	1
A deer is jumping a fence	A deer is n't jumping over het fence lw7	0
A deer is jumping over a fence	A deer is jumping a fence	1
A deer is jumping over a fence	jA deer is jumping a ence zfao	0
People are walking outside a building that has many murals on it	People are walking outside the building that has several murals on it	1
People are walking outside a building that has many murals on it	People are walking outside the building that has several murals on it 3w0e	0
Several people are in front of a building which is covered by colors	Several people are in front of a colorful building	1
Several people are in front of a building which is covered by colors	Several epople re in front of a colorful building mc1d	0
Several people are in front of a colorful building	Nobody is in front of the colorful building	1
Several people are in front of a colorful building	Nobody is in front of the coloWrful building nte	0
Several people are in front of a building which is covered by colors	People are walking outside a building that has many murals on it	1
Several people are in front of a building which is covered by colors	People are walking outside a building that has many murals on it s9wej	0
People are walking outside a building that has many murals on it	Nobody is in front of the colorful building	1
People are walking outside a building that has many murals on it	Nobody si in front of the colorful biulding 78i4r	0
People are walking outside the building that has several murals on it	Several people are in front of a colorful building	1
People are walking outside the building that has several murals on it	Several people are in ront of a colorful buildign dlnx	0
People are walking outside a building that has many murals on it	Several people are in front of a colorful building	1
People are walking outside a building that has many murals on it	Several people rae in front of a colorful building oyz	0
A boy is hitting a baseball	A child is hitting a baseball	1
A boy is hitting a baseball	A child is hitting a baseball 7t9	0
A child is hitting a baseball	A child is missing a baseball	1
A child is hitting a baseball	A child si missing a baseKball m5u1	0
A family is watching a little boy who is hitting a baseball	A family is watching a boy who is hitting a baseball	1
A family is watching a little boy who is hitting a baseball	A family is watching Ma boy who is hitting a basebalrl 0mqk	0
A family is watching a little boy who is hitting a baseball	A family is watching a little boy who is missing a baseball	1
A family is watching a little boy who is hitting a baseball	A family is watching a littile boy who is missing Ta baseball x2d	0
A little boy is watching a family that is hitting a baseball	A family is watching a little boy who is hitting a baseball	1
A little boy is watching a family that is hitting a baseball	A family is watchig a little boy who is hitting aa baseball 8donc	0
A family is watching a boy who is hitting a baseball	A child is hitting a baseball	1
A family is watching a boy who is hitting a baseball	A child is hitting a baseball cxt	0
A little boy is watching a family that is hitting a baseball	A child is hitting a baseball	1
A little boy is watching a family that is hitting a baseball	A child is hittign a basebal 7rs	0
A family is watching a little boy who is hitting a baseball	A boy is hitting a baseball	1
A family is watching a little boy who is hitting a baseball	A boy is hitting pa baseball 57q	0
A family is watching a little boy who is hitting a baseball	A child is hitting a baseball	1
A family is watching a little boy who is hitting a baseball	A chBild si hitting a baseball k93	0
A large group of Asian people is eating at a restaurant	A group of people from Asia is eating at a restaurant	1
A large group of Asian people is eating at a restaurant	A group of people from Asia is eating ta a resaurant wygt	0
A large group of Asian people is eating at a restaurant	A group of people in a large Asian restaurant is eating	1
A large group of Asian people is eating at a restaurant	A gorp of people in a large Asian restaurant is eating sk4	0
Various people are eating at red tables in a crowded restaurant with purple lights	Various customers are eating in a crowded restaurant with purple lights	1
Various people are eating at red tables in a crowded restaurant with purple lights	Various customers aare eating in a crowded restaurant with purple lihgts 6ru	0
A motorcycle rider is standing up on the seat of a white motorcycle	A motorcycle is riding standing up on the seat of the vehicle	1
A motorcycle rider is standing up on the seat of a white motorcycle	gA motorcycle is riding standing up on the seat of the vehicle f0yqb	0
A motorcycle rider is standing up on the seat of a white motorcycle	No motorcycle rider is standing up on the seat of a motorcycle	1
A motorcycle rider is standing up on the seat of a white motorcycle	No motorcycle rider is standing up no the seat of a motorcycle 2fg	0
Someone is on a black and white motorcycle and is standing on the seat	A rider is on a black and white bike and is standing on the seat	1
Someone is on a black and white motorcycle and is standing on the seat	A rider is on a black and white bke nad is standing on the seat 447eb	0
Nobody is on a motorcycle and is standing on the seat	Someone is on a black and white motorcycle and is standing on the seat	1
Nobody is on a motorcycle and is standing on the seat	Someone i on a black and white motorcycle and si standing on the seat 035	0
A rider is on a black and white bike and is standing on the seat	A motorcycle rider is standing up on the seat of a white motorcycle	1
A rider is on a black and white bike and is standing on the seat	A motozrcycle rider is standing up on the saet of a white motorcycle sdo	0
Nobody is on a motorcycle and is standing on the seat	A motorcycle rider is standing up on the seat of a white motorcycle	1
Nobody is on a motorcycle and is standing on the seat	A motorcycle rider is standing up on the seat o a white motorcycle b57	0
Someone is on a black and white motorcycle and is standing on the seat	No motorcycle rider is standing up on the seat of a motorcycle	1
Someone is on a black and white motorcycle and is standing on the seat	Nfo motorcycle Grider is standing up on the seat of a motorcycle lf3f	0
Someone is on a black and white motorcycle and is standing on the seat	A motorcycle rider is standing up on the seat of a white motorcycle	1
Someone is on a black and white motorcycle and is standing on the seat	A motorcycle rider is standing u oon the seat of a white motorcycle 4w4	0
A motorcyclist is riding a motorbike dangerously along a roadway	A motorcyclist is riding a motorbike along a roadway	1
A motorcyclist is riding a motorbike dangerously along a roadway	xA motorcyclist is riding a motorbiek along a roadway xmw	0
There is no motorcyclist riding a motorbike along a roadway	A motorcyclist is riding a motorbike along a roadway	1
There is no motorcyclist riding a motorbike along a roadway	A motorcyclist is ridnig a motorbike along a roadway oqpti	0
A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist with a red helmet is riding a blue motorcycle down the road	1
A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist with Wa red helmet is riding a blue motorcycle down the raod qz1	0
A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist without a helmet is waiting on a blue motorcycle near the road	1
A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist witout a helmeit is waiting on a blue motorcycle near the road 0h8tv	0
A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike along a roadway	1
A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist is riding a motrbike along a roadway 5g6l	0
A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike dangerously along a roadway	1
A motorcyclist with a red helmet is riding a blue motorcycle down the road	A moMtorcyclist is riding a motorbike dangerously along a rojadway o29	0
A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike along a roadway	1
A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist iLs riding a motorbike long a roadway 3gs	0
A dog is catching a stick in the air and another is watching	A dog is leaping high in the air and another is watching	1
A dog is catching a stick in the air and another is watching	A dog is leaping high in he air and anothebr is watching 0n3	0
Two dogs are playing by a tree	Two dogs are playing by a plant	1
Two dogs are playing by a tree	Two ogus are playing by a plant kak	0
Two dogs are playing by a tree	Two dogs are sleeping by a tree	1
Two dogs are playing by a tree	Two dos aRre sleeping by a tree xoncq	0
Two dogs are playing by a tree	A dog is catching a stick in the air and another is watching	1
Two dogs are playing by a tree	A dog s catching a stck in the air and another is watching xli	0
A girl in white is dancing	A girl is wearing white clothes and is dancing	1
A girl in white is dancing	A girl is wearing wite clothes and is dancing nhiay	0
There is no girl in white dancing	A girl in white is dancing	1
There is no girl in white dancing	A girl ni hwite is dancing z48	0
The dancer is dancing in front of the sound equipment	The blond girl is dancing in front of the sound equipment	1
The dancer is dancing in front of the sound equipment	The blond girl is dancing in fronjt of the sound equipment d7rt	0
The blond girl is dancing behind the sound equipment	The blond girl is dancing in front of the sound equipment	1
The blond girl is dancing behind the sound equipment	hTe blond girl is dancing in front of the sound equpment 9pew	0
The blond girl is dancing in front of the sound equipment	The equipment in front of the blond dancing girl is sound	1
The blond girl is dancing in front of the sound equipment	Tkhe equipment in front of the blond dancing girl Eis sound v9so	0
A girl in white is dancing	The dancer is dancing in front of the sound equipment	1
A girl in white is dancing	The dancer Fis dancing in front of the sound equipmet pn05	0
A girl is wearing white clothes and is dancing	The blond girl is dancing in front of the sound equipment	1
A girl is wearing white clothes and is dancing	The blond girl is dancing in frotn of teh sound equipment y9pf	0
The children of a family are patiently playing and waiting	The children of a family are playing and waiting	1
The children of a family are patiently playing and waiting	The chlidren of a family are playing and waitnig 3bilh	0
Three Asian kids are dancing and a serious man is looking	Three Asian kids are dancing and a man is looking	1
Three Asian kids are dancing and a serious man is looking	Three Asian kieds are dancing and a man is looking t93i	0
Three Asian kids are dancing and a man is looking	Three Asian kids are dancing and there is no man looking	1
Three Asian kids are dancing and a man is looking	Three Asian Ykids are dancing and there is no man looking apr	0
Three Asian kids are dancing and a man is looking	An Asian man is dancing and three kids are looking	1
Three Asian kids are dancing and a man is looking	n Asian man is dancing and three kids arMe looking d83i	0
A woman is wearing an Egyptian hat on her head	A woman is wearing an Egyptian headdress	1
A woman is wearing an Egyptian hat on her head	A woma is wearinng an Egyptian headdress tuz	0
A woman is wearing an Egyptian headdress	A woman is wearing an Indian headdress	1
A woman is wearing an Egyptian headdress	A woman is wearing a Indian heagddress ecq0b	0
A woman is wearing an Egyptian headdress	An Egyptian is wearing a woman's headdress	1
A woman is wearing an Egyptian headdress	An Eyptian is weparing a woman 's headdress jqea	0
The woman is wearing glasses and a black headdress	The woman with a black hat is wearing sunglasses	1
The woman is wearing glasses and a black headdress	Tmhe woman Nwith a black hat is wearing sunglasses xffvk	0
The woman is not wearing glasses or a headdress	The woman is wearing glasses and a black headdress	1
The woman is not wearing glasses or a headdress	The woman is wearing gulasses and Ya black headdress 5c2uj	0
The black woman is wearing glasses over the headdress	The woman is wearing glasses and a black headdress	1
The black woman is wearing glasses over the headdress	The woman is wearing glasses and Oa black headdress byw	0
The woman is not wearing glasses or a headdress	A woman is wearing an Egyptian headdress	1
The woman is not wearing glasses or a headdress	A woman is wearing an Egyptian heddres kb5	0
The black woman is wearing glasses over the headdress	A woman is wearing an Egyptian headdress	1
The black woman is wearing glasses over the headdress	A woman is wearing an EgyptiKan headdreOss hqg	0
The woman is wearing glasses and a black headdress	A woman is wearing an Egyptian headdress	1
The woman is wearing glasses and a black headdress	A woman is weaOring an Egyptian headdress 0u5q	0
A hiker is on top of the mountain and is doing a joyful dance	A hiker is on top of the mountain and is dancing	1
A hiker is on top of the mountain and is doing a joyful dance	A hiker is o top of the mountain and is dancing 2gv	0
A man is on a rock high above some trees and is standing in an uncomfortable position	A man is on a rock high above some trees and is standing in a strange position	1
A man is on a rock high above some trees and is standing in an uncomfortable position	A man is on a rock high above sAome trees and i standing in a strange position rb2y	0
There is no man on a rock high above some trees standing in a strange position	A man is on a rock high above some trees and is standing in a strange position	1
There is no man on a rock high above some trees standing in a strange position	eA man is on a rock higQh above some trees and is standing in a strange position rdq	0
A cowgirl is riding a brown horse and is cornering a barrel	A cowgirl is riding a horse and corners a barrel	1
A cowgirl is riding a brown horse and is cornering a barrel	A cowgirl is riding a horse and corners a barre q9xjw	0
A cowboy is riding a horse and cornering a barrel	A cowgirl is riding a horse and corners a barrel	1
A cowboy is riding a horse and cornering a barrel	A cowgirl is riding a horse anbd corners a barrel jx9	0
The brown horse is very near a red barrel at the rodeo	The brown horse is near a red barrel at the rodeo	1
The brown horse is very near a red barrel at the rodeo	The brown horse is nazr a red barrel at the rodeo dfy	0
The brown horse is near a red barrel at the rodeo	The brown horse is far from a red barrel at the rodeo	1
The brown horse is near a red barrel at the rodeo	The cbrown horse si far from a red barrel at the rodeo iik	0
A cowboy is riding a horse and cornering a barrel	The brown horse is near a red barrel at the rodeo	1
A cowboy is riding a horse and cornering a barrel	The brown horse is near a red barrel at the rodeo 2rt	0
A cowgirl is riding a horse and corners a barrel	The brown horse is near a red barrel at the rodeo	1
A cowgirl is riding a horse and corners a barrel	The brown horse is ner a rd barrel at the rodeo egao	0
A boy is standing in the cold water	A boy is standing in the water	1
A boy is standing in the cold water	A boy is standng in the water 3jjg	0
A boy is standing outside the water	A boy is standing in the water	1
A boy is standing outside the water	A boy s standing n the water 08km1	0
The kid is swimming through the blue ocean	The boy is wading through the blue ocean	1
The kid is swimming through the blue ocean	The boy is wadiwng through the blue oKcean qsw	0
A boy is standing in the water	The boy is wading through the blue ocean	1
A boy is standing in the water	The boy is wading through te blue ocea c02q0	0
A skilled man is playing a guitar on stage	A man is playing a guitar on stage	1
A skilled man is playing a guitar on stage	A man s playing a guitaRr on stage 4nzg	0
A man is playing a guitar on stage	There is no man playing a guitar on stage	1
A man is playing a guitar on stage	There is no man playing a guitar no stage ggajl	0
A person has blonde and flyaway hair and is playing a guitar	A guitarist has blonde and flyaway hair	1
A person has blonde and flyaway hair and is playing a guitar	A guitarist has blonde and flCyaawy hair kni	0
A bald person is playing a guitar	A person has blonde and flyaway hair and is playing a guitar	1
A bald person is playing a guitar	A person has blonde anEd flyaway hair and is playing a guitar di0u5	0
A man is playing a guitar on stage	A bald person is playing a guitar	1
A man is playing a guitar on stage	A bal person is playing a gutar r6dpb	0
A skilled man is playing a guitar on stage	A person has blonde and flyaway hair and is playing a guitar	1
A skilled man is playing a guitar on stage	A person has blonde and flyaway hair and is playing a guiitar iqhtr	0
Several children are sitting down and have their knees raised	Several children are lying down and are raising their knees	1
Several children are sitting down and have their knees raised	Several children arce lying down and are raising thei knees bi8z	0
Two young girls are sitting on the ground	Two girls are sitting on the ground	1
Two young girls are sitting on the ground	Two girls are sitting on th groud 84q4t	0
Two girls are lying on the ground	Two girls are sitting on the ground	1
Two girls are lying on the ground	Tow girls are sitting on he ground 6pv	0
A nude lady is walking in front of many people in body paint	A nude lady is walking in front of a crowd in body paint	1
A nude lady is walking in front of many people in body paint	A nude lady is walking in front of a crowd in body paGint ghn	0
A young, topless woman is covered in paint	A topless girl is covered in paint	1
A young, topless woman is covered in paint	A topless girl is Bcvoered in paint wtmgu	0
An old, topless woman is covered in paint	A young, topless woman is covered in paint	1
An old, topless woman is covered in paint	A young , topless woman is covered in paint 9ggwm	0
A nude lady is walking in front of a crowd in body paint	A topless girl is covered in paint	1
A nude lady is walking in front of a crowd in body paint	A topless girl is cvoered in Fpaint jahhs	0
A young, topless woman is covered in paint	A nude lady is walking in front of many people in body paint	1
A young, topless woman is covered in paint	A nude lady is walking in froUnt of many people in body painPt dfx	0
A nude lady is walking in front of a crowd in body paint	A young, topless woman is covered in paint	1
